scheme_code,scheme_name,isinGrowth,isinDivReinvestment,fund_house,is_direct_plan,is_growth_plan
122755,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Cumulative,,,ICICI,False,False
122756,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D -Dividend,,,ICICI,False,False
122757,UTI FTIF Series XV -V (366 DAYS) - Annual Div Option,,,UTI,False,False
122758,UTI FTIF Series XV -V (366 DAYS) - Annual Div Option - Direct,,,UTI,True,False
122759,UTI FTIF Series XV -V (366 DAYS) - Maturity Div Option - Direct,,,UTI,True,False
122760,UTI FTIF Series XV -V (366 DAYS) - Growth Option,,,UTI,False,True
122761,UTI FTIF Series XV -V (366 DAYS) - Growth Option -Direct,,,UTI,True,True
122762,UTI FTIF Series XV -V (366 DAYS) - Quarterly Div Option,,,UTI,False,False
122763,UTI FTIF Series XV -V (366 DAYS) - Quarterly Div Option - Direct,,,UTI,True,False
122764,UTI FTIF Series XV -V (366 DAYS) - Maturity Div Option,,,UTI,False,False
122765,NIPPON INDIA AGGRESSIVE HYBRID FUND - QUARTERLY IDCW Option,INF204K013R8,INF204K014R6,NIPPON,False,False
122766,NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204K011R2,INF204K012R0,NIPPON,True,False
122768,Kotak FMP Series 104 Direct Dividend,,,Kotak,True,False
122769,Kotak FMP Series 104 Direct Growth,,,Kotak,True,True
122770,Kotak FMP Series 104 Growth,,,Kotak,False,True
122771,Kotak FMP Series 104 Dividend,,,Kotak,False,False
122772,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan E - Regular Plan - Dividend,,,ICICI,False,False
122773,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan E - Direct Plan - Cumulative,,,ICICI,True,False
122774,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan E - Direct Plan - Dividend,,,ICICI,True,False
122775,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan E - Regular Plan - Cumulative,,,ICICI,False,False
122776,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Cumulative,,,ICICI,True,False
122777,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Dividend,,,ICICI,True,False
122778,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Cumulative,,,ICICI,False,False
122779,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Dividend,,,ICICI,False,False
122780,LIC NOMURA MF FIXED MATURITY PLAN SERIES 66 - DIRECT PLAN- DIVIDEND PAYOUT,,,LIC,True,False
122781,LIC NOMURA MF FIXED MATURITY PLAN SERIES 66 - DIRECT PLAN - GROWTH,,,LIC,True,True
122782,LIC NOMURA MF FIXED MATURITY PLAN SERIES 66 - DIVIDEND PAYOUT,,,LIC,False,False
122783,LIC NOMURA MF FIXED MATURITY PLAN SERIES 66 - GROWTH,,,LIC,False,True
122784,Invesco India Arbitrage Fund - Direct Plan - Bonus Option,,,Invesco,True,False
122785,Invesco India Arbitrage Fund - Bonus Option,,,Invesco,False,False
122786,Invesco India Liquid Fund - Bonus Option,INF205K01UX5,,Invesco,False,False
122787,Religare Invesco Liquid Fund - Direct Plan - Bonus Option,,,Religare,True,False
122788,SBI DEBT FUND SERIES - 366 DAYS - 30 - DIRECT PLAN - DIVIDEND,,,SBI,True,False
122789,SBI DEBT FUND SERIES - 366 DAYS - 30 - REGULAR PLAN - GROWTH,,,SBI,False,True
122790,SBI DEBT FUND SERIES - 366 DAYS - 30 - DIRECT PLAN - GROWTH,,,SBI,True,True
122791,SBI DEBT FUND SERIES - 366 DAYS - 30 - REGULAR PLAN - DIVIDEND,,,SBI,False,False
122792,Religare Invesco Overnight Fund - Bonus Option,,,Religare,False,False
122793,Religare Invesco Overnight Fund - Direct Plan - Bonus Option,,,Religare,True,False
122794,Religare Invesco Credit Opportunities Fund - Bonus Option,,,Religare,False,False
122795,Religare Invesco Credit Opportunities Fund - Direct Plan - Bonus Option,,,Religare,True,False
122796,Religare Invesco Short Term Fund - Bonus Option,,,Religare,False,False
122797,Religare Invesco Short Term Fund - Direct Plan - Bonus Option,,,Religare,True,False
122798,Religare Invesco GILT Fund - Long Duration Plan - Direct Plan - Bonus Option,,,Religare,True,False
122799,Invesco India GILT Fund - Bonus Option,,,Invesco,False,False
122800,Religare Invesco GILT Fund - Short Duration Plan - Bonus Option,,,Religare,False,False
122801,Religare Invesco GILT Fund - Short Duration Plan - Direct Plan - Bonus Option,,,Religare,True,False
122802,Invesco India Medium Term Bond Fund - Bonus Option,,,Invesco,False,False
122803,Religare Invesco Medium Term Bond Fund - Direct Plan - Bonus Option,,,Religare,True,False
122805,Religare Invesco Bank Debt Fund - Direct Plan - Bonus Option,,,Religare,True,False
122806,Invesco India Bank Debt Fund - Bonus Option,,,Invesco,False,False
122812,SBI DEBT FUND SERIES - 366 DAYS - 31 - DIRECT PLAN - DIVIDEND,,,SBI,True,False
122813,SBI DEBT FUND SERIES - 366 DAYS - 31 - DIRECT PLAN - GROWTH,,,SBI,True,True
122814,SBI DEBT FUND SERIES - 366 DAYS - 31 - REGULAR PLAN - DIVIDEND,,,SBI,False,False
122815,SBI DEBT FUND SERIES - 366 DAYS - 31 - REGULAR PLAN - GROWTH,,,SBI,False,True
122816,Union KBC Capital Protection Oriented Fund - Series 3 - Regular Plan - Growth Option,,,Union,False,True
122817,Union KBC Capital Protection Oriented Fund - Series 3 - Regular Plan - Dividend Option,,,Union,False,False
122818,Union KBC Capital Protection Oriented Fund - Series 3 - Direct Plan - Dividend Option,,,Union,True,False
122819,Union KBC Capital Protection Oriented Fund - Series 3 - Direct Plan - Growth Option,,,Union,True,True
122820,HDFC FMP 369D June 2013 (1)-Regular Option-Growth Option,,,HDFC,False,True
122821,HDFC FMP 369D June 2013 (1)-Regular Option-Dividend Option,,,HDFC,False,False
122822,HDFC FMP 369D June 2013 (1)-Regular Option-Flexi Option,,,HDFC,False,False
122823,HDFC FMP 369D June 2013 (1)-Direct Option-Growth Option,,,HDFC,True,True
122824,HDFC FMP 369D June 2013 (1)-Direct Option-Dividend Option,,,HDFC,True,False
122825,HDFC FMP 369D June 2013 (1)-Regular Option-Quarterly Dividend Option,,,HDFC,False,False
122826,HDFC FMP 369D June 2013 (1)-Direct Option-Quarterly Dividend Option,,,HDFC,True,False
122827,HDFC FMP 369D June 2013 (1)-Direct Option-Flexi Option,,,HDFC,True,False
122828,UTI FTIF Series XV -VI (368 DAYS) - Growth Option,,,UTI,False,True
122829,UTI FTIF Series XV -VI (368 DAYS) - Growth Option - Direct,,,UTI,True,True
122830,UTI FTIF Series XV -VI (368 DAYS) - Annual Dividend Option,,,UTI,False,False
122831,UTI FTIF Series XV -VI (368 DAYS) - Annual Div Option - Direct,,,UTI,True,False
122832,UTI FTIF Series XV -VI (368 DAYS) - Quarterly Dividend Option,,,UTI,False,False
122833,UTI FTIF Series XV -VI (368 DAYS) - Quarterly Div Option - Direct,,,UTI,True,False
122834,UTI FTIF Series XV -VI (368 DAYS) - Maturity Dividend Option,,,UTI,False,False
122835,UTI FTIF Series XV -VI (368 DAYS) - Maturity Div Option - Direct,,,UTI,True,False
122836,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - F - Direct Plan - Cumulative,,,ICICI,True,False
122838,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - F - Regular Plan - Cumulative,,,ICICI,False,False
122839,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - F - Regular Plan - Dividend,,,ICICI,False,False
122840,DSP BlackRock FMP - Series 103 -12M - Regular Plan - Growth Option,,,DSP,False,True
122841,DSP BlackRock FMP - Series 103 -12M - Direct Plan - Dividend Payout - Quarterly Payout,,,DSP,True,False
122842,DSP BlackRock FMP - Series 103 -12M - Regular Plan - Dividend Payout - Quarterly Payout,,,DSP,False,False
122843,DSP BlackRock FMP - Series 103 -12M - Regular Plan - Dividend Payout - Regular Payout,,,DSP,False,False
122844,DSP BlackRock FMP - Series 103 -12M - Direct Plan - Growth Option,,,DSP,True,True
122845,DSP BlackRock FMP - Series 103 -12M - Direct Plan - Dividend Payout - Regular Payout,,,DSP,True,False
122846,Reliance Fixed Horizon Fund - XXIV - Series 1 - Growth Option,,,Reliance,False,True
122847,Reliance Fixed Horizon Fund - XXIV - Series 1 - Direct Plan - Growth Option,,,Reliance,True,True
122848,Reliance Fixed Horizon Fund - XXIV - Series 1 - Dividend Payout Option,,,Reliance,False,False
122850,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Cumulative,,,ICICI,True,False
122851,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E -Dividend,,,ICICI,False,False
122852,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Dividend,,,ICICI,True,False
122853,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Cumulative,,,ICICI,False,False
122854,BNP Paribas Capital Protection Oriented Fund Series II - Direct Plan - Growth Option,,,BNP,True,True
122855,BNP Paribas Capital Protection Oriented Fund Series II - Dividend on Maturity Option,,,BNP,False,False
122856,BNP Paribas Capital Protection Oriented Fund Series II - Growth Option,,,BNP,False,True
122857,BNP Paribas Capital Protection Oriented Fund Series II - Direct Plan - Dividend on maturity Option,,,BNP,True,False
122858,IDFC FTP - Series 21(370 Days)- Direct Plan-Growth,,,IDFC,True,True
122863,IDFC FTP - Series 21(370 Days)- Regular Plan-Growth,,,IDFC,False,True
122864,IDFC FTP - Series 21(370 Days)- Regular Plan-Quarterly Dividend,,,IDFC,False,False
122865,IDFC FTP - Series 21(370 Days)- Regular Plan-Half Yearly Dividend,,,IDFC,False,False
122866,IDFC FTP - Series 21(370 Days)- Regular Plan-Periodic Dividend,,,IDFC,False,False
122868,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW,INF194K018R9,INF194K019R7,BANDHAN,False,False
122869,HDFC FMP 370D July 2013 (1)-Regular Option-Growth Option,,,HDFC,False,True
122870,HDFC FMP 370D July 2013 (1)-Regular Option-Dividend Option,,,HDFC,False,False
122871,HDFC FMP 370D July 2013 (1)-Regular Option-Quarterly Dividend Option,,,HDFC,False,False
122872,HDFC FMP 370D July 2013 (1)-Regular Option-Flexi Option,,,HDFC,False,False
122873,HDFC FMP 370D July 2013 (1)-Direct Option-Quarterly Dividend Option,,,HDFC,True,False
122874,HDFC FMP 370D July 2013 (1)-Direct Option-Dividend Option,,,HDFC,True,False
122875,HDFC FMP 370D July 2013 (1)-Direct Option-Flexi Option,,,HDFC,True,False
122876,HDFC FMP 370D July 2013 (1)-Direct Option-Growth Option,,,HDFC,True,True
122891,ICICI Prudential Floating Interest Fund - Quarterly IDCW,,,ICICI,False,False
122892,ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Direct Plan - Cumulative,,,ICICI,True,False
122893,ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Cumulative,,,ICICI,False,False
122894,ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Dividend,,,ICICI,False,False
122895,ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Direct Plan - Dividend,,,ICICI,True,False
122896,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan H - Direct Plan - Cumulative,,,ICICI,True,False
122898,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan H - Cumulative,,,ICICI,False,False
122900,Reliance Fixed Horizon Fund - XXIV - Series 2 - Growth Option,,,Reliance,False,True
122901,Reliance Fixed Horizon Fund - XXIV - Series 2 - Dividend Payout Option,,,Reliance,False,False
122902,Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Growth Option,,,Reliance,True,True
122903,Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Dividend Payout Option,,,Reliance,True,False
122904,ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW,INF109K016Y3,INF109K015Y5,ICICI,True,False
122905,SBI DEBT FUND SERIES - 366 DAYS - 32 - DIRECT PLAN - GROWTH,,,SBI,True,True
122906,SBI DEBT FUND SERIES - 366 DAYS - 32 - REGULAR PLAN - GROWTH,,,SBI,False,True
122907,SBI DEBT FUND SERIES - 366 DAYS - 32 - DIRECT PLAN - DIVIDEND,,,SBI,True,False
122908,SBI DEBT FUND SERIES - 366 DAYS - 32 - REGULAR PLAN - DIVIDEND,,,SBI,False,False
122909,ICICI Prudential Short Term Fund - Direct Plan - Bonus,,,ICICI,True,False
122910,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Growth Option,,,Reliance,False,True
122911,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan- Dividend Payout option,,,Reliance,True,False
122912,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Dividend Option,,,Reliance,False,False
122913,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan -Growth Option,,,Reliance,True,True
122914,UTI FTIF Series XV -VII (369 DAYS) - Quarterly Div Option,,,UTI,False,False
122915,UTI FTIF Series XV -VII (369 DAYS) - Quarterly Div Option - Direct,,,UTI,True,False
122917,UTI FTIF Series XV -VII (369 DAYS) - Maturity Div Option - Direct,,,UTI,True,False
122918,UTI FTIF Series XV -VII (369 DAYS) -Growth Option,,,UTI,False,True
122919,UTI FTIF Series XV -VII (369 DAYS) -Growth Option - Direct,,,UTI,True,True
122920,UTI FTIF Series XV -VII (369 DAYS) - Maturity Div Option,,,UTI,False,False
122921,UTI FTIF Series XV -VII (369 DAYS) - Annual Div Option,,,UTI,False,False
122922,HSBC Floating Rate Fund - Long Term - Dividend -Daily Direct,,,HSBC,True,False
122923,HSBC Floating Rate Fund - Long Term -Dividend -Daily,,,HSBC,False,False
122924,HDFC FMP 370D July 2013 (2)-Direct Option-Dividend Option,,,HDFC,True,False
122925,HDFC FMP 370D July 2013 (2)-Regular Option-Dividend Option,,,HDFC,False,False
122926,HDFC FMP 370D July 2013 (2)-Regular Option-Growth Option,,,HDFC,False,True
122927,HDFC FMP 370D July 2013 (2)-Regular Option-Quarterly Dividend Option,,,HDFC,False,False
122928,HDFC FMP 370D July 2013 (2)-Direct Option-Growth Option,,,HDFC,True,True
122929,HDFC FMP 370D July 2013 (2)-Regular Option-Flexi Option,,,HDFC,False,False
122930,HDFC FMP 370D July 2013 (2)-Direct Option-Flexi Option,,,HDFC,True,False
122931,HDFC FMP 370D July 2013 (2)-Direct Option-Quarterly Dividend Option,,,HDFC,True,False
122933,Birla Sun Life Interval Income Fund - Annual Plan VIII-Direct Plan-Growth,,,Birla,True,True
122934,Birla Sun Life Interval Income Fund - Annual Plan VIII-Regular Plan-Normal Dividend,,,Birla,False,False
122936,Birla Sun Life Interval Income Fund - Annual Plan VIII-Regular Plan-Growth,,,Birla,False,True
122938,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Regular Plan - Growth Option,,,DSP,False,True
122939,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Regular Plan - Dividend Payout - Quarterly Payout,,,DSP,False,False
122940,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Regular Plan - Dividend Payout - Regular Payout,,,DSP,False,False
122941,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Direct Plan - Growth Option,,,DSP,True,True
122942,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Direct Plan - Dividend Payout - Quarterly Payout,,,DSP,True,False
122943,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Direct Plan - Dividend Payout - Regular Payout,,,DSP,True,False
122944,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Direct Plan-Normal Dividend,,,Birla,True,False
122945,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Regular Plan-Growth,,,Birla,False,True
122946,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Direct Plan-Quarterly Dividend,,,Birla,True,False
122947,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Direct Plan-Growth,,,Birla,True,True
122948,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Regular Plan-Normal Dividend,,,Birla,False,False
122949,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Regular Plan-Quarterly Dividend,,,Birla,False,False
122950,Axis Hybrid Fund - Series 5 (1346 Days) - Regular Plan - Growth,,,Axis,False,True
122951,Axis Hybrid Fund - Series 5 (1346 Days) - Direct Plan - Growth,,,Axis,True,True
122952,Axis Hybrid Fund - Series 5 (1346 Days)- Direct Plan - Dividend,,,Axis,True,False
122953,Axis Hybrid Fund - Series 5 (1346 Days) - Regular Plan - Dividend,,,Axis,False,False
122954,ICICI Prudential Capital Protection Oriented Fund IV - PLAN A - 60 Months - Direct Plan - Cumulative,,,ICICI,True,False
122956,ICICI Prudential Capital Protection Oriented Fund IV - PLAN A - 60 Months - Cumulative,,,ICICI,False,False
122957,ICICI Prudential Capital Protection Oriented Fund IV - PLAN A - 60 Months - Dividend,,,ICICI,False,False
122958,DWS FIXED MATURITY PLAN - SERIES 31 - DIRECT PLAN - DIVIDEND PAYOUT,,,DWS,True,False
122960,DWS FIXED MATURITY PLAN - SERIES 31- DIRECT PLAN - ANNUAL DIVIDEND PAYOUT,,,DWS,True,False
122961,DWS FIXED MATURITY PLAN - SERIES 31- DIRECT PLAN - GROWTH,,,DWS,True,True
122962,DWS FIXED MATURITY PLAN - SERIES 31 - REGULAR PLAN - DIVIDEND PAYOUT,,,DWS,False,False
122963,DWS FIXED MATURITY PLAN - SERIES 31- REGULAR PLAN - GROWTH,,,DWS,False,True
122966,DWS FIXED MATURITY PLAN - SERIES 31- REGULAR PLAN - QUARTERLY DIVIDEND,,,DWS,False,False
122967,DWS FIXED MATURITY PLAN - SERIES 31- REGULAR PLAN - ANNUAL DIVIDEND PAYOUT,,,DWS,False,False
122968,IDFC FTP - Series 23 (365 Days)-Regular Plan_Growth,,,IDFC,False,True
122971,IDFC FTP - Series 23 (365 Days) -Regular Plan_Quarterly Dividend,,,IDFC,False,False
122975,IDFC FTP - Series 23 (365 Days) -Regular Plan_Periodic Dividend,,,IDFC,False,False
122976,IDFC FTP - Series 23 (365 Days) -Direct Plan_Growth,,,IDFC,True,True
122978,DWS Cash Opportunities Fund - Direct Plan -  Annual  Bonus,,,DWS,True,False
122979,DWS Cash Opportunities Fund  -  Annual  Bonus,,,DWS,False,False
122980,DWS Treasury Fund - Investment Plan - Annual Bonus,,,DWS,False,False
122981,DWS Treasury Fund - Investment - Direct Plan - Annual Bonus,,,DWS,True,False
122982,ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW,INF109K010Z3,INF109K019Y7,ICICI,True,False
122983,HDFC FMP 371D July 2013 (1)-Regular Option-Growth Option,,,HDFC,False,True
122984,HDFC FMP 371D July 2013 (1)-Regular Option-Dividend Option,,,HDFC,False,False
122985,HDFC FMP 371D July 2013 (1)-Direct Option-Dividend Option,,,HDFC,True,False
122986,HDFC FMP 371D July 2013 (1)-Direct Option-Flexi Option,,,HDFC,True,False
122987,HDFC FMP 371D July 2013 (1)-Regular Option-Quarterly Dividend Option,,,HDFC,False,False
122988,HDFC FMP 371D July 2013 (1)-Regular Option-Flexi Option,,,HDFC,False,False
122989,HDFC FMP 371D July 2013 (1)-Direct Option-Growth Option,,,HDFC,True,True
122990,HDFC FMP 371D July 2013 (1)-Direct Option-Quarterly Dividend Option,,,HDFC,True,False
122991,SBI DEBT FUND SERIES - 366 DAYS - 33 - DIRECT PLAN - DIVIDEND,,,SBI,True,False
122992,SBI DEBT FUND SERIES - 366 DAYS - 33 - REGULAR PLAN - GROWTH,,,SBI,False,True
122993,SBI DEBT FUND SERIES - 366 DAYS - 33 - REGULAR PLAN - DIVIDEND,,,SBI,False,False
122994,SBI DEBT FUND SERIES - 366 DAYS - 33 - DIRECT PLAN - GROWTH,,,SBI,True,True
122995,ICICI Prudential Savings Fund - Quarterly IDCW,INF109K016Z0,INF109K015Z2,ICICI,False,False
122996,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Direct Plan - Cumulative,,,ICICI,True,False
122998,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Cumulative,,,ICICI,False,False
122999,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Dividend,,,ICICI,False,False
123000,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Direct Plan - Cumulative,,,ICICI,True,False
123001,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Direct Plan - Dividend,,,ICICI,True,False
123002,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Cumulative,,,ICICI,False,False
123003,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Dividend,,,ICICI,False,False
123004,ICICI Prudential Nifty 100 ETF,INF109KC16V9,,ICICI,False,False
123005,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Direct Plan-Normal Dividend,,,Aditya,True,False
123006,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Direct Plan-Quarterly Dividend,,,Aditya,True,False
123007,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Direct Plan-Growth,,,Aditya,True,True
123008,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Regular Plan-Normal Dividend,,,Aditya,False,False
123009,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Regular Plan-Quarterly Dividend,,,Aditya,False,False
123010,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Regular Plan-Growth,,,Aditya,False,True
123011,JPMorgan US Value Equity Offshore Fund - Regular Plan - Growth Option,,,JPMorgan,False,True
123012,JPMorgan US Value Equity Offshore Fund - Direct Plan - Growth Option,,,JPMorgan,True,True
123013,IDFC FTP-S 24 (729 days) -Regular Plan_Growth,,,IDFC,False,True
123015,IDFC FTP-S 24 (729 days) -Regular Plan_Quarterly Dividend,,,IDFC,False,False
123016,IDFC FTP-S 24 (729 days) -Regular Plan_Half Yearly Dividend,,,IDFC,False,False
123017,IDFC FTP-S 24 (729 days) -Regular Plan_Periodic Dividend,,,IDFC,False,False
123018,IDFC FTP-S 24(729 days) -Direct Plan_Growth,,,IDFC,True,True
123020,IDFC FTP-S 24 (729 days) -Direct Plan_Periodic Dividend,,,IDFC,True,False
123028,IDFC FTP -S 25 (729 days)_Regular Plan_Growth,,,IDFC,False,True
123030,IDFC FTP -S 25 (729 days)_Direct Plan_Growth,,,IDFC,True,True
123031,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2016) - Regular Plan - Growth Option,,,DSP,False,True
123032,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2016) - Regular Plan - Dividend Payout - Quarterly Payout,,,DSP,False,False
123033,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2016) - Regular Plan - Dividend Payout - Regular Payout,,,DSP,False,False
123034,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2016) - Direct Plan - Growth Option,,,DSP,True,True
123035,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2014) - Direct Plan - Dividend Payout - Quarterly Payout,,,DSP,True,False
123036,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2016) - Direct Plan - Dividend Payout - Regular Payout,,,DSP,True,False
123037,BNP Paribas Fixed Term Fund - Series 26 A - Growth option,,,BNP,False,True
123040,BNP Paribas Fixed Term Fund Series - 26 A - Dividend Payout - Calendar Quarterly,,,BNP,False,False
123043,BNP Paribas Fixed Term Fund Series - 26 A - Direct Plan - Growth Option,,,BNP,True,True
123045,DSP BlackRock FMP - Series 106 -3M - Regular Plan - Growth Option,,,DSP,False,True
123046,DSP BlackRock FMP - Series 106 -3M - Regular Plan - Dividend Payout - Quarterly Payout,,,DSP,False,False
123047,DSP BlackRock FMP - Series 106 -3M - Regular Plan - Dividend Payout - Regular Payout,,,DSP,False,False
123048,DSP BlackRock FMP - Series 106 -3M - Direct Plan - Growth Option,,,DSP,True,True
123049,DSP BlackRock FMP - Series 106 -3M - Direct Plan - Dividend Payout - Regular Payout,,,DSP,True,False
123050,DSP BlackRock FMP - Series 106 -3M - Direct Plan - Dividend Payout - Quarterly Payout,,,DSP,True,False
123051,Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Growth Option,,,Reliance,True,True
123052,Reliance Fixed Horizon Fund - XXIV - Series 3-Growth Option,,,Reliance,False,True
123053,Reliance Fixed Horizon Fund - XXIV - Series 3-Dividend payout Option,,,Reliance,False,False
123054,Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Dividend Payout Option,,,Reliance,True,False
123055,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Quarterly Dividend Payout,,,ICICI,True,False
123062,Axis Hybrid Fund Series 6 (1324 Days) - Direct - Dividend,,,Axis,True,False
123063,Axis Hybrid Fund Series 6 (1324 Days) - Regular - Growth,,,Axis,False,True
123064,Axis Hybrid Fund Series 6 (1324 Days) - Regular - Dividend,,,Axis,False,False
123065,Axis Hybrid Fund Series 6 (1324 Days) - Direct - Growth,,,Axis,True,True
123066,BNP Paribas Fixed Term Fund - Series 26 B - Growth option,,,BNP,False,True
123067,BNP Paribas Fixed Term Fund Series - 26 B - Direct Plan - Growth Option,,,BNP,True,True
123068,BNP Paribas Fixed Term Fund Series - 26 B - Dividend Payout - On Maturity,,,BNP,False,False
123069,BNP Paribas Fixed Term Fund Series - 26 B - Direct Plan - Dividend Payout - On Maturity,,,BNP,True,False
123070,Reliance Fixed Horizon Fund - XXIV - Series 4-Growth Option,,,Reliance,False,True
123071,Reliance Fixed Horizon Fund - XXIV - Series 4-Dividend payout Option,,,Reliance,False,False
123072,Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Growth Option,,,Reliance,True,True
123073,Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Dividend Payout Option,,,Reliance,True,False
123074,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan K - Direct Plan - Cumulative,,,ICICI,True,False
123075,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan K - Direct Plan - Dividend,,,ICICI,True,False
123076,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan K - Cumulative,,,ICICI,False,False
123077,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan K - Dividend,,,ICICI,False,False
123078,IDBI FMP-Series III-24 Months (July 2013) - F- Growth Direct,,,IDBI,True,True
123079,IDBI FMP-Series III-24 Months (July 2013) - F- Growth Regular,,,IDBI,False,True
123080,IDBI FMP-Series III-24 Months (July 2013) - F- Dividend Direct,,,IDBI,True,False
123081,IDBI FMP-Series III-24 Months (July 2013) - F- Dividend Regular,,,IDBI,False,False
123082,Invesco India Fixed Maturity Plan - Series XIX - Plan C (367 Days) - Growth,,,Invesco,False,True
123083,Invesco India Fixed Maturity Plan - Series XIX - Plan C (367 Days) - Direct Plan - Growth,,,Invesco,True,True
123084,Religare Invesco Fixed Maturity Plan - Series XIX - Plan C (367 Days) - Dividend Payout,,,Religare,False,False
123085,Religare Invesco Fixed Maturity Plan - Series XIX - Plan C (367 Days) - Direct Plan - Dividend Payout,,,Religare,True,False
123086,Religare Invesco Fixed Maturity Plan - Series XIX - Plan D (224 Days) - Growth,,,Religare,False,True
123087,Religare Invesco Fixed Maturity Plan - Series XIX - Plan D (224 Days) - Direct Plan - Growth,,,Religare,True,True
123088,Religare Invesco Fixed Maturity Plan - Series XIX - Plan D (224 Days) - Dividend Payout,,,Religare,False,False
